Area,Year,"Stock, large animals","Stock, cattle","Stock, horse","Stock, donkey","Stock, mule","Stock, camel","Slaughtered, pig","Stock, pig","Stock, goat & sheep","Stock, goat","Stock, sheep","Slaughtered, cattle","Slaughtered, goat & sheep","Slaughtered, birds","Meat Production, livestocks","Meat Production, pig, cattle, goat & sheep","Meat Production, pig","Meat Production, cattle","Meat Production, goat & sheep","Milk Production, total","Milk Production, cow","Wool Production, sheep","Wool Production, sheep, fine","Wool Production, sheep, semi-fine","Wool Production, goat, thick","Wool Production, goat, cashmere","Egg Production, birds",Honey Production
Fujian,2005,105.92,105.69,,,,,1878.994896,1330.111471,136,136,,29.69,150.13,19585.02,165.8560622,138.4504633,133.4644633,2.9214,2.0646,19.768,19.4174,,,,,,43.9097,0.8539
Jiangxi,2005,371.87,371.87,,,,,2237.8,1566.68,105.25,105.25,,101.43,103.4,35313.92,237.1045,187.6594,175.868,10.1884,1.603,12.5205,12.5094,,,,,,42.0869,1.1361
Shandong,2005,1046.46,970.712,13.1,54.78,8.06,,4585.6914,3238.6913,3404.8231,2683,721.8,546.04,3876.86,173620.04,753.9467025,484.1304171,367.0533904,80.7219669,36.3550598,220.971,187.0747,21581,4315,11250,6291,913,441.8334,0.8336
Henan,2005,1508.8,1447,17.29,29.6,14.19,,5568,4439,3988,3509.4,478.6,689,4166,69270,685.9474,588.2694,440.8252,100.783,46.6612,108.5,104,11462,911,7135,2873,433,375.3,2.7441
Hubei,2005,384.32,415.23,1.58,0.44,0.16,,3428.4,2340.3,337.66,336.97,0.69,114.38,381.15,35792.3,327.3131,278.65608,256.33843,16.32145,5.9962,12.2224,12.2223,4,1,1,16,,121.25,0.789
Hunan,2005,595.83,606.51,3.9,0.46,0.2,,6176.33,4435.01,711.26,711.12,0.14,167.39,763.4,39209.78,523.453522,466.7989,436.9684,18.1813,11.6492,6.909,6.909,3,3,,13,,92.0579,1.004
Guangdong,2005,372.3972,372.2572,0.14,,,,3616.74,2143.5,39.2006,39.2006,,67.08,40.3,101019.4,384.3109,264.2024,256.2822,7.2109,0.7093,11.94,11.6415,,,,23,,33.1871,1.3664
Guangxi,2005,777.23,735.57,39.59,0.08,4.1,,2831.87,3015.04,259.96,260,,188.26,255,27111.61,242.919272,206.63706,186.00376,16.871,3.7623,5.3654,5.354,,,,,,17.7386,0.7775
Hainan,2005,142.99,142.99,,,,,427.49,393.54,88.87,88.87,,33.11,97.62,8841.84,58.209478,41.250376,36.960676,2.9599,1.3298,0.114,0.114,,,,,,2.6516,0.0718
Chongqing,2005,174.48,167.18,2.44,0.18,1.17,,1993.33,1756.28,303.61,303.5,0.1,54.2,300.48,15038.23,177.9568,153.2556,143.8349,5.8324,3.5883,8.6076,8.6076,4,4,,2,,39.1482,0.6293
Sichuan,2005,1253.7531,1150.41,88.4538,8.7618,9.6217,,7105.02,5744.77,1587.28,1276.2,311.1,262.14,1323.74,47619.76,653.5507,562.1907,513.687,28.4986,20.0051,59.0313,58.5645,5801,804,2895,495,21,157.1682,3.4704
Guizhou,2005,873.81,793.17,77.99,0.22,2.43,,1453.64,1972.87,448.33,428.64,19.69,103.08,280.26,7038.77,167.508127,154.686427,136.686227,12.4992,5.501,3.7522,3.7522,346,59,287,10,1,11.1106,0.1675
Yunnan,2005,937.5777,802.1,78.2576,33.266,65.8941,,2733.58,2601.71,976.93,874.3,102.6,207.14,568.26,12148.9,298.5982643,276.0179,244.1869,21.7263,10.1047,32.683244,30.91042,1959.08,312.91,1141.09,63.28,4,18.995413,0.645007
Xizang,2005,686.15,632.47,42.01,10.11,1.56,,18.85,30.24,1698.3,626.09,1072.21,106.07,483.07,0,21.459096,21.459096,1.221703,12.76241,7.474983,26.97971,21.21193,8718.36,336.13,2004.91,1225.68,906.49,0.4043,
Shaanxi,2005,340.53,308.95,1.24,21.85,8.49,,930.4,764.1,930.87,709.55,221.32,88.19,618.74,6366.02,102.82321,89.62381,68.41561,11.8714,9.3368,141.7335,113.3389,5868,2205,1737,1338,793,48.7289,0.2882
Gansu,2005,614.69,476.85,24.52,113.33,61.33,2.17,700.12,650.15,1526.34,338.8,1187.5,118.64,778.8,3708.6,82.09612,75.73512,50.4612,12.81312,12.4608,31.6947,31.1867,21134,7064,4534,1794,416,14.4803,0.1237
Qinghai,2005,453.46,406.19,24.51,8.28,13.77,0.71,121.75,105.12,1765.68,330.2,1435.5,96.08,558.08,264.68,25.7522,25.1443,8.5506,7.4356,9.1581,25.0233,23.6166,16501,662.56,4382.36,1151,355,1.3884,0.0548
Ningxia,2005,116.3,98.15035655,0.43,12.82,4.89,0.05,163.078344,122.7100046,505.3511847,86.4,419,37.57,389.23,1848.11,26.18495123,22.27835577,10.67134154,5.203419711,6.403594513,57.85,57.85,8936,1168,2001,519,253,7.8314,0.0977
Xinjiang,2005,739.72,504.16,94.19,123.9,2.38,15.09,384,228.49,4355.5,659.75,3695.75,249.41,3081.88,10349.47,143.273,120.29,26.18,34.22,59.89,159.8264,152.21737,89772.4,29078.5,22174.14,4067.1,1258,24.9929,0.4886
Beijing,2006,25.32,23.39,0.21,1.26,0.46,,382.82,184.35,103.24,23.71,79.53,16.94,126.15,11402.5,59.2061,35.8087,29.2523,3.5816,2.9748,61.9541,61.9339,903,21,77,149,66,15.1847,0.2684
Tianjin,2006,41.1,39.25,0.26,1.15,0.44,,503.16,262.45,73.3,18.71,54.59,22.89,59.37,6721.44,59.5273,46.1521,37.2046,6.1588,2.7887,68.2755,68.275,1060,586,43,6,1,23.0846,
Hebei,2006,983.92,829.85,28.99,90.16,34.92,,4711.65625,3006.39,2425.52,991.8,1433.72,348.79,1726.4,48743.01,595.5066343,477.6021819,352.1993219,90.03606,35.3668,416.9988,407.6186,33254,6894,14665,3783,857,465.0866,0.9054
Shanxi,2006,292.73,231.02,3.5,30.14,28.07,,668.64,479.31,1140.71,476.91,663.8,26.65,359.88,3292.34,72.534,65.9452,51.0567,7.1595,7.729,83.4279,81.0552,8235,1630,1083,1764,785,52.4066,0.2676
Neimenggu,2006,841.86,630.88,69.81,88.98,42.59,9.6,1054.28,750.41,5594.44,1862.18,3732.26,227.7,4513.02,9191.67,255.0884,214.7825,95.6137,38.1763,80.9925,877.4536,869.1631,98195,52609,14749,7710,6797,50.2779,0.3896
Liaoning,2006,515.679,370.7,26.816,95.5911,22.5719,,2324.88,1560.6652,818.4539,422.5481,395.9058,236.45,597.23,55341.16,359.77825,247.62265,195.6639,44.3616,7.59715,97.3656,93.6952,9714.177,3032.985,6004.126,1777.475,1353.952,237.4337,0.3780327
Jilin,2006,684.37,600,53.16,16.76,14.45,,1343.7,647.2,450,70,380,310.53,330.34,43831.7,268.31359,171.563588,114.2145,52.999089,4.349999,34.999999,34.5,21500,15799.01,4200,470,64,101.000001,0.75
Heilongjiang,2006,585.86,542.28,32.18,7.53,3.87,,1409.79,1506.08,996.75,346.7,650.05,212.02,624.48,13119.19,177.8277,145.9542,101.6753,32.3083,11.9706,464.5634,460.3045,25007,4254,15629,921,805.2,107.6302,1.27164
Shanghai,2006,5.58,5.58,,,,,252.7,127.74,28.26,26.88,1.38,0.12,17.93,4743.14,28.551776,16.91376,16.3184,,0.5709,22.085722,22.085812,9.62,,9.62,137.65,,6.75503,0.067674
Jiangsu,2006,71.33,64.3,0.64,5.48,0.91,,2977.32,1826.96,1186.5,1167.49,19.01,15.57,657.89,63252.3,351.3781,242.1014,218.7074,5.4236,17.9704,59.763,58.355,907,550,357,41,3,185.54,0.7352
Zhejiang,2006,31.46,31.37,0.05,0.01,0.03,,1899.381,1120.3026,198.32,93.88,104.44,6.43,134.45,21232.75,170.0357,134.839,129.9445,1.2871,3.6074,25.4797,25.4797,1814,0,1814,521,0,42.0013,8.6027
Anhui,2006,309.49,308.45,0.29,0.59,0.16,,2667.33,1498,819.8,817.72,2.08,123.35,929.59,53749.7,353.808025,278.66885,226.72305,34.3854,17.5604,12.8055,12.7955,159,5,154,189,4,123.5618,1.2831
Fujian,2006,100.21,100.21,,,,,1909.638213,1332.586424,132.34,132.34,0,19.5,104.14,17040.42,168.313507,141.180076,135.971076,2.949,2.26,17.427,17.0493,0,0,0,0,0,44.9181,0.8101
Jiangxi,2006,356.22,356.22,,,,,2347.5,1510.93,92.12,92.12,0,69.66,71.36,33989.69,249.12173,197.76053,185.30093,10.7471,1.7125,13.8901,13.8749,0,0,0,0,0,43.2503,0.8542
Shandong,2006,880.14,832.72,8.03,32.57,6.82,,4641.63,2778.51,2918.1,2308.26,609.84,436.57,3026.24,151090.9,766.137998,498.407098,380.6847,81.083,36.639398,238.6491,215.8,18037,3260,8431,5868,918,430.5188,0.8472
Henan,2006,1558.56,1496.2,16.63,31.23,14.5,,5957.76,4678.71,4308.52,3813.81,494.71,546.98,2105.29,66828.73,736.541,630.7346,470.3141,109.2531,51.1674,154.07,147.68,11920,963,7445,3175,489,400.8204,5.026
Hubei,2006,369.72,367.64,1.5,0.45,0.13,,3419.5,2453.7,319.3,318.63,0.67,102.42,360.55,36054.96,326.9291,276.5998,254.0329,16.1131,6.4538,13.8825,13.8785,2,,2,91.4,,124.811,0.88
Hunan,2006,588.1301,583.4206,4.1036,0.4548,0.1511,,6242.37,4379.84,694.08,693.94,0.14,121.7,638.94,32867.76,539.7191,481.1602,449.6257,18.534,13.0005,7.2749,7.2749,3,3,,14,,95.2929,1.0344
Guangdong,2006,363.3733,363.2093,0.164,,,,3634.8237,2239.4618,37.6717,37.6717,0,44.7,39.7,93029,392.7528,267.6085,259.5264,7.3391,0.743,12.4784,12.16644,0,0,0,6,,34.695,1.3945
Guangxi,2006,771.4198,726.5673,40.442,0.1088,4.3017,,3010.3,2612.5081,263.6812,263.6812,0,117.1,166.54,60123,266.36333,219.93193,197.35003,18.5119,4.07,6.2721,6.2659,0,0,0,0,,18.8119,0.7896
Hainan,2006,138.61,138.61,,,,,478.14,399.53,92.95,92.95,,21.39,67.07,9477.41,62.130555,44.552135,40.114157,3.052478,1.3855,0.094,0.094,,,,,,2.6136,0.0829
Chongqing,2006,168.49,164.94,2.33,0.21,1.01,,1968.3,1608.29,348.3,348.17,0.13,34.78,127.34,12328.17,177.0615,152.4709,142.1485,6.3165,4.0059,8.3456,8.3456,4,4,0,8,,36.8837,0.6773
Sichuan,2006,1258.1758,1147.6958,91.1,9.27,10.11,,7471.41,5757,1590.45,1162.3194,428.1306,238.17,1477.25,47509.31,690.842,591.854,541.3037,29.5792,20.9711,62.5184,62.0428,6047,827,3024,579,23,171.6849,3.8863
Guizhou,2006,895.28,814.6,78.02,0.19,2.47,,1526.36,2195.61,464.1,444.62,19.48,72.23,160.27,7085.6,174.972058,160.614458,140.786058,13.7866,6.0418,4.0884,4.0884,385,65,320,22,1,12.1841,0.2255
Yunnan,2006,962.0531,782.4,78.7703,34.0121,66.8707,,2902.51,2618.2,937.5,838.9,98.6,210.33,547.96,13837.05,322.0453,296.1298,260.5897,24.1706,11.3695,38.7477,36.3991,1999,521,1092,101,3,20.5442,0.666
Xizang,2006,703.44,650.99,41.56,9.18,1.71,,18.31,31.97,1702.84,636.84,1066,103.18,533.02,114.11,22.699927,22.699927,1.188743,13.460091,8.051093,27.612525,21.568413,8920.02,829.43,3215.09,1230.84,934.86,0.3486,
Shaanxi,2006,341.12,311.31,1.09,20.08,8.64,,902.9,698.3,1000.54,786.73,213.81,49.81,433.67,4916.98,104.08532,90.56752,67.70732,12.6722,10.188,157.4054,127.3645,5611,2100,1404,1764,1027,49.9213,0.3319
Gansu,2006,629.3,431.03,24.34,112.12,59.54,2.27,744.98,708.59,1573.4,344.65,1228.75,126.54,889.92,3326.9,89.30882,82.59252,53.63856,14.59296,14.361,36.429,35.9073,21738,7201,4585,1948,423,14.7903,0.1309
Qinghai,2006,434.57,389.41,23.09,7.59,13.77,0.71,128.44,105.55,1780.63,333.86,1446.77,111.42,509.13,188.78,27.1732,26.3585,9.0872,7.7038,9.5675,25.5545,23.8,16505,429,4341,1156,357,1.4631,0.0546
Ningxia,2006,122.35,107.1,0.29,10.5,4.43,0.03,159.01,117.72,445.3,78.18,367.12,39.71,319.14,1239.25,26.7374,23.8796,10.4518,6.2275,7.2003,64.7342,64.7342,7221,1127,1530,471,229,6.2929,0.0621
Xinjiang,2006,736.33,502.86,92.09,124.94,2.14,14.3,390.82,243.88,4359.5,654.26,3705.2,208.43,3079.63,4879.36,156.954798,133.767923,28.773279,38.00052,66.994124,187.818263,179.811763,89626.96,29097.27,21923.97,6609,1254.05,25.79556,0.550445
Beijing,2007,24.9,23.12,0.21,1.19,0.38,,288.56,168.18,78.88,21.58,57.3,15.64,117.39,12946.73,47.8508,27.0877,22.4496,2.7762,1.8619,62.2423,62.2409,807,38,68,141,53,15.5568,0.2326
Tianjin,2007,28.72,27.16,0.17,0.99,0.4,,262.08,147.9489822,35.29,4.22,31.07,23.11,60.35,5684.1,33.761,25.703,20.4543,3.8886,1.3601,67.2142,67.214,587,41,546,1,,19.35516595,
Hebei,2007,610.4912045,474.9912045,24.92,80.72,29.86,,2964.2,1907.045041,1583.680152,643.4886843,940.1914677,359.74,1789.07,52107.82,396.1890173,307.5913217,225.5112,57.73771669,24.34240501,497.7031,489.4372,32051,6844,14485,3480,789,396.4486626,0.891
Shanxi,2007,152.39,110.9,2.26,20.42,18.81,,568.2,422.194741,746.4,374.58,371.82,27.3,373.6,2984.1,58.0672,53.1764,44.1464,3.8655,5.1645,83.5105,81.184,4486,785,624,1434,695,47.30016968,0.2942
Neimenggu,2007,818.25,613.12,69.69,87.28,39.71,8.45,775.87,636.3651213,5063.29,2237.89,2825.4,246.96,4874.94,7914.66,205.0206,180.5542,60.3382,39.398,80.818,916.0615,909.8399,98321,53322,13498,9303,6672,43.02315282,0.4294
Liaoning,2007,484.1691,332.2311,26.1394,103.9889,21.8097,,2265.44,1429.437471,675.9259126,349.7277267,326.1981859,257.26,645.6,62225.24,348.0065866,236.2340866,191.0315,38.23457013,6.968016499,108.2986,105.0969,9410.581,2385.814,6536.81,2030.293,1445.947,204.1495461,0.2951559
Jilin,2007,615.052113,539.290987,47.76426,16.543796,11.45307,,1172.053582,1084.770029,457.2510454,91.43022187,365.8208236,323.11,354.62,45015.16,231.6735335,148.3709845,96.37405917,47.55539548,4.441529821,47.998999,47.30985,20366.95,14200.15,4215.12,904.28,110.46,86.26036658,0.830025
Heilongjiang,2007,565.0442024,523.4942024,29.86,8.07,3.62,,1233,1217.2,821.2555978,287.457791,533.7978068,214.63,631.92,15922.4,165.0286673,135.6931163,92.107,33.18916908,10.3969472,511.7427,508.3598,24929,4290,15837,980,856.34,91.39213914,1.088077
Shanghai,2007,7.4824704,7.4824704,,,,,205.0850645,122.9328715,10.9604444,10.4427886,0.517655797,0.11,17.45,4458.55,25.41220093,15.4098885,15.1544,,0.226204411,22.0419,22.0419,17,,17,145.17,,5.536009341,
Jiangsu,2007,40.67228712,33.31127473,0.933221549,5.403369236,1.024421605,,2431.11,1620.060318,404.6700387,389.2618739,15.40816471,15.01,656.89,64241.71,305.6317768,193.5562127,183.5941514,2.842410036,7.119651207,61.65588517,60.24236135,774.7729407,371.612346,403.1605947,10.82159432,3,166.0885929,0.655172374
Zhejiang,2007,20.83223806,20.74223806,0.05,,,,1658.855084,1039.103856,111.8994891,53.95142735,57.94806175,7.07,122.8,21806.04,149.6434801,114.5705096,111.4046,1.04938359,2.116526001,23.7105,23.7105,1587,,1587,487,,37.87422318,8.9597
Anhui,2007,144.0003236,142.9703236,0.25,0.61,0.17,,2363.1,1334.2,535.9937508,532.9872835,3.00646727,117.31,930.52,55308.44,323.8393848,232.8014848,202.5422,17.09226588,13.1670189,18.0978,18.0937,179,4,175,132,,108.5766169,1.4341
Fujian,2007,63.13236142,63.13236142,,,,,1645.937923,1294.621016,81.8173726,81.8173726,,20.01,105.28,17636.83,150.4360517,125.3654082,121.8665874,2.056662207,1.442158598,16.6579,16.2741,,,,,,39.69211269,0.8292
Jiangxi,2007,221.3330805,221.3330805,,,,,2381.5,1420.07,55.5480835,55.5480835,,72.1,71.86,34769.38,244.6684511,196.0155511,187.6849,7.254336646,1.076314495,11.2771,11.2173,,,,,,36.36965084,0.8537
Shandong,2007,610.785,570.7,7.3251,26.9034,5.8565,,3654.04,2656.514319,2342.25,2017.95,324.3,449.7,3080.67,139652.85,618.722,402.33753,300.0986,69.23574,33.00319,242.1840863,218.99496,9626,1728.712,4464.55,5148.511,809.948,359.9046417,0.911803
Henan,2007,1082.46,1030.76,15.94,27.1,8.66,,4488.8,4185.531349,1940.85,1759.23,181.62,547.54,2140.35,68605.01,542.921,446.3906,338.9816,82.111,25.298,224.5679,215.6129,3958,1187,2771,3015,2750,336.7247869,6.0346
Hubei,2007,315.3811422,313.7611422,1.09,0.36,0.17,,3131.204455,2290.582803,304.8700685,304.2239136,0.646154952,109.59,396.25,36018.9,310.0299995,258.7739303,236.940923,15.74186796,6.091139252,15.513,15.5113,2,,2,49.4,,110.2898893,0.9929
Hunan,2007,412.27878,407.69788,4.0031,0.4228,0.155,,4816.7,3772,501.6400215,501.5539572,,127.3,648.52,32802.03,422.7235007,373.38746,348.484,14.60483337,10.29862666,7.6726,7.6726,3,3,,7,,85.61602877,1.1052
Guangdong,2007,221.8381179,221.6477139,0.190404,,,,3213.88254,2275.088216,35.5,35.45,,45.86,41.6,102284.77,385.6828627,241.4416627,235.3678094,5.328467199,0.745386122,12.9579,12.6334,,,,3,,29.80283347,1.4489
Guangxi,2007,441.86,396.81,40.33,0.12,4.6,,2767.25,2169.47092,155.11,155.11,,125.39,176.04,64538.12,329.0444,220.48,206.1571,11.6521,2.6708,6.9598,6.9518,,,,,,16.82425843,0.8597
Hainan,2007,78.14,78.14,,,,,401.68,323.4441301,55.21,55.21,,21.99,69.82,10029.39,54.6553,35.5318,32.5747,2.0168,0.9403,0.1428,0.1428,,,,,,2.167727372,0.0781
Chongqing,2007,98.15,94.44,2.55,0.2,0.96,,1783.21,1422.924194,121.33,121.3,,36.53,131.5,12997.52,159.2671,136.0402,130.2664,4.1753,1.5985,8.7095,8.7095,4,4,,,,32.34992471,0.8458
Sichuan,2007,1101.884528,985.006128,95.6179,10.2805,10.98,,6010.7,5295.8,1710.453998,1376.266586,334.1874118,248.41,1542.25,51366.78,564.1701769,460.8621769,408.4658,28.59958944,23.79678743,65.4974,64.9821,6552,722,3567,690,33,145.2184672,4.2041
Guizhou,2007,612.091513,513.091513,95.14,0.16,3.7,,1445.4,1548.7,222.3476916,209.0048297,13.34,75.19,162.19,6873.04,150.5922397,137.8805973,125.6337596,9.465193418,2.781644345,4.0815,4.0636,426,67,359,23,4,10.34589699,0.1988
Yunnan,2007,903.0701501,725.6670501,75.4827,33.9672,67.9532,,2536.1,2457.600546,825.82,752.0505352,73.76616633,225.91,595.84,14896.29,266.0979428,238.5609631,203.59924,24.77472313,10.187,44.6525,42.3467,3862,288,1155,76,3,17.95134,0.6239
Xizang,2007,674.3214199,622.3114199,41.34,8.92,1.75,,15.33548939,25.464272,1707.091432,98.16576001,1608.925672,116.59,526.89,114.23,23.71600275,23.57464466,1.209,14.18659792,8.179046733,28.9388,22.9815,9291,277,3038,1160,932.27,0.284831581,
Shaanxi,2007,193.47,166,0.99,18.72,7.76,,992.2,851.6,667.53874,539.9468537,127.5918863,53.46,468.37,5054.65,96.01754435,84.74164701,70.15396603,7.585161518,7.002519463,180.2594,149.0222,5121,1897,1473,1834,1029,43.29250539,0.3774
Gansu,2007,576.24,415.25,13.72,101.77,44.05,1.45,594.3,561.9738109,1594.39,334.15,1260.24,138.42,957.44,3441.46,76.8857,70.9,41.8,14.5,14.6,35.2182,34.6925,22365,7484,4389,1860,434,12.36437903,0.1257
Qinghai,2007,478.88,447.11,16.59,6.12,8.58,0.48,105.25,88.78388992,1497.08,230.7,1266.38,92.66,542.59,215.2,31.43649362,30.7791,7.5777,14.52,8.6814,26.5054,24.9826,14551,462,4256,827,355,1.257998342,0.0561
Ningxia,2007,110.88,96.6,0.28,9.87,4.1,,115.3,82.6363716,385.2,76.4,308.8,45.6,329.3,1115.32,22.78510772,20.5,8.3,6.5,5.7,77.4546,77.4546,5040,664,1419,441,243,5.653864112,0.0546
Xinjiang,2007,601.14752,376.51752,89.93,119,1.91,13.79,221.92556,137.2153811,3835.227,635.3718733,3199.855127,200.01,3008.8,4840.33,125.7447526,109.5377673,17.54724,31.44256,60.5479673,203.8482,196.2268,89152.56,26855.1,21874.43,4199.26,1265.42,21.3100955,0.59059
Beijing,2008,24.45,23.02,0.19,0.96,0.28,,292.69,179.82,73.2,20.94,52.26,11.9,89.98,11982.98,45.1113,25.8893,22.3094,2.1289,1.451,66.538,66.3835,634,19,80,87,38,15.2409,0.312
Tianjin,2008,27.23,26.01,0.14,0.76,0.32,,301.12,180.26,37.28,4.37,32.91,21.83,63.88,6028,37.1337,28.601,23.4799,3.6789,1.4422,70.1243,69.7536,593,43,550,1,,19.6898,
Hebei,2008,569.748047,449.008047,22.7,70.65,27.39,,3230.77656,2015.174495,1616.9577,750.9,866.1,354.09,1946.15,53900.33,421.098208,329.0860249,245.7751441,56.83121811,26.47966272,515.3253658,504.5118658,34147,7009,13887,3503,701,410.9983673,0.9778
Shanxi,2008,139.39,93.8,2.25,22.89,20.45,,584.7,452.2,744,416.281275,327.718725,30.2,366.3,5845.5,63.29654,54.71413,45.43119,4.228,5.05494,70.0157,68.1775,5668,453,569,1742,777,61.5992,0.313
Neimenggu,2008,895.13,687.98,70.04,90.4,37.89,8.82,833.12,644.39,5125.27,1896.3499,3228.9201,267.76,5183.7,8751.24,217.9857,192.6176,64.6838,43.0902,84.8436,921.2314,912.2349,96385,51838,12843,9790,7642,45.5466,0.4558
Liaoning,2008,492.8335,325.1,27.745,116.239,23.7495,,2493,1584,678.7,388.2886932,290.4113068,254,676.4,65602,373.2875,255.04,210,37.7,7.34,107.2598,101.2,11468.48,2700.916,7028.19,2401.12,1371.788,254.2,0.2006692
Jilin,2008,539.2,460.9,47.8,18,12.5,,1271.8,976.5,406.6,130.112,276.488,271.3,282.5,37223.2,216.7895588,148.0634728,104.5897728,39.9679,3.5058,39.740274,39.740274,20736.5,16589.2,4147.3,1069.3,126,87.1,1.185049
Heilongjiang,2008,558.85,518.85,28.2,8.1,3.7,,1344,1286.04,849.1782881,351.5759217,497.6023664,210.7,635.08,16378,169.5275755,139.6832755,96.61154965,32.602,10.46972583,512.8415,508.3598,23443,6111,17332,1344,686.8,93.68,1.22418
Shanghai,2008,6.11,6.11,,,,,258.22,162.52,23.92,22.64,1.28,0.02,42.57,4458.11,26.4597,17.8894,17.34,,0.5445,23.286,23.286,35,,35,126,,6.2043,
Jiangsu,2008,41.7478,34.26,0.7384,5.3525,1.3969,,2604.3,1716.23,410.69,402.4762,8.2138,15.95,649.36,68230.52,323.6349543,204.8956,194.9252,2.9675,7.0029,61.05,61.05,751.615,353,399,7.043,,172.0958,0.9025386
Zhejiang,2008,20.6573,20.6573,,,,,1888.98,1161.85,111.35,61.2425,50.1075,6.92,107.07,27340.15,170.082813,129.681213,126.8544763,0.9824,1.844336738,22.5099,22.5099,1881,,1881,411,,41.43241066,8.5292
Anhui,2008,145.17,144.52,0.21,0.33,0.11,,2527.35,1432.43,560.28,557.4786,2.8014,117.63,944.77,58794.52,343.915548,247.918716,217.39308,17.109902,13.415734,18.0978,18.0937,189,125,64,158,,112.0919,1.4997
Fujian,2008,70.8412,70.8329,,,,,1840.126116,1324.09,96.5864,96.5864,,21.28,120.58,19917.66,169.4160435,140.391736,136.603336,2.1402,1.6482,14.8676,14.4881,,,,,,33.023875,0.7956
Jiangxi,2008,239.4,239.4,,,,,2536.9,1508.7,61.1,61.1,,120,75.4,36196.7,260.2666802,209.8085802,198.0787,10.5793,1.150580195,11.1893,11.1893,,,,,,40.0242,1.0137
Shandong,2008,547.1567875,522.4882875,5.8136,15.051,3.8039,,3916.73677,2725.800875,2142.881997,1861.785649,281.096348,458.24,3098.8,152889.08,660.31,148.0634728,321.3423704,70.67421201,33.2104523,254.9239649,230.5127929,10930.642,2049.49,5026.31,4463.08,847.639,364.9835422,0.929923
Henan,2008,1097.5,1051,15.57,23.44,7.49,,4847.9,4462,2038,1866,172,560,2220,75000,584.828009,477.7,367.1,84.1,26.5,298.617047,279.1,10824.6,1086.02,6781.03,6220.54,896.93,371.7,10.246987
Hubei,2008,319.12,317.5,0.97,0.49,0.16,,3498.3,2462.4,376.2096645,375.7958339,0.413830631,112.4,461.23,39548.8,340.0083848,283.7721848,260.3823,16.0927,7.297184823,33.1838,15.5113,0.6,,0.6,9.87,157.3,124.0955,0.711719
Hunan,2008,420.8485,415.9,4.3685,0.4153,0.1647,,5153.1,3915.3,503.1449416,503.0946271,,130,655.01,34770,446.3531385,395.4104385,370.2334476,14.6106,10.56639096,15.2087,7.6726,8,,,8,,87.4694,0.9826
Guangdong,2008,231.0917,230.9,0.1917,,,,3467.78,2380.3772,36.2931,36.2931,,49.57,44.7,108933.29,411.9746524,260.5371524,253.9619,5.7598,0.815452417,13.2763775,12.958,,,,3,,32.3512,1.318
Guangxi,2008,463.52,421.82,36.58,0.11,5.01,,2935,2307,176.44,176.44,,133.67,190.85,69701.15,350.7683996,233.7330344,218.3594,12.4514,2.922234432,7.5042,7.5042,,,,,,17.9357,0.8
Hainan,2008,86.72,86.72,,,,,445.24,416.25,70.79,70.79,,24.2,78.25,11259.21,61.145615,40.123527,36.889962,2.194013,1.039552,0.4726,0.2363,,,,,,3.109513,0.067815
Chongqing,2008,107.36,103.61,2.11,0.19,1.45,,1898.67,1566.47,129.53,129.517047,,41.02,149.61,16363.71,177.4251275,147.6247275,140.6538,5.1886,1.7823275,7.7842,7.7842,4,4,,,,41.2941,1.0289
Sichuan,2008,1102.5144,986.97,94.9393,10.1842,10.4209,,6431.449,5325.8,1720.80324,1514.306851,206.4963888,249.64,1557.72,53935.11,591.5210572,488.9162302,436.2414744,28.6764488,23.998307,66.612022,66.076422,6627,784,3513,555,18,143.0147,4.1923
Guizhou,2008,611.493868,523.380768,84.5879,0.1311,3.3941,,1561.0698,1587.468135,231.241608,220.5315768,10.71003118,84.25,178.46,7492.1,161.4554456,147.858028,134.6013491,10.21949207,3.037186799,4.2749,4.2668,426,100,326,13,3,10.815,0.3093
Yunnan,2008,883.5692,706.43,75.2974,34.1941,67.6477,,2701.73,2669.03,843.27,755.56992,87.70008,236.21,651.92,16547.09,288.2861,257.1791,219.5805,26.1248,11.4738,97.3196,44.6705,1489,191,962,86,3,19.4116,0.6338
Xizang,2008,696.1,644.49,41.02,8.78,1.81,,14.59,30.56,1677.86,645.5,1032.36,123.35,520.07,103.53,23.77973992,23.67662992,1.209,14.18659792,8.281032,52.439759,22.9815,8658.99,449.14,1830.95,1375.14,932.55,0.284831581,
Shaanxi,2008,194.6,166,0.95,20.02,7.63,,1034.78,880.7,681.5570535,576.7502073,104.8068462,53.46,496.49,5625.28,99.38371199,88.42181199,73.47,7.585161518,7.366650475,182.3012,149.0222,3700,1006,831,1692,883,48.2,0.4948
Gansu,2008,583.76,423.61,13.7,101,44,1.45,596.08,564.81,1675.01,340.4,1334.6,139.37,959.31,3300.6,79.0991,73.04,42.92,14.77,15.35,34.6925,34.6925,24733,7767,5054,1711,342,11.88,0.1051
Qinghai,2008,484.24,445.35,21.84,6.41,9.79,0.85,123.58,107.21,1499.400474,267.4745567,1231.925917,92.11,542.02,320.81,25.5131,24.6899,8.7409,7.2767,8.6723,27.2283,25.2757,14560,585,3789,809,347,1.3903,0.103
Ningxia,2008,106.95,93.4,0.28,9.79,3.46,,118,89,461.7,119.8,341.9,47.7,341.9,1184.9,23.566155,21.15174,8.4502,6.8261,5.87544,89.22029,89.22029,5768,346,1086,521,254,6.4448,0.0771
