Area,Year,"Stock, large animals","Stock, cattle","Stock, horse","Stock, donkey","Stock, mule","Stock, camel","Slaughtered, pig","Stock, pig","Stock, goat & sheep","Stock, goat","Stock, sheep","Slaughtered, cattle","Slaughtered, goat & sheep","Slaughtered, birds","Meat Production, livestocks","Meat Production, pig, cattle, goat & sheep","Meat Production, pig","Meat Production, cattle","Meat Production, goat & sheep","Milk Production, total","Milk Production, cow","Wool Production, sheep","Wool Production, sheep, fine","Wool Production, sheep, semi-fine","Wool Production, goat, thick","Wool Production, goat, cashmere","Egg Production, birds",Honey Production
"China, mainland",2010,11074.55686,9819.971442,529.9485841,510.0959335,191.5192064,23.02169462,67332.74794,46765.24682,28730.17895,14195.02436,14535.17561,,,,7993.605784,6173.523157,5138.436655,629.0686493,406.0178528,3211.27245,3038.931042,385125.3813,123504.2343,113997.9296,36225.93785,17847.89022,2776.878812,38.18946203
"China, mainland",2011,10580.00915,9383.999658,515.3883631,485.2762033,171.0683285,24.27659396,67030.03531,47074.81,28664.14881,14087.43671,14576.7121,,,,8022.981241,6140.318556,5131.647413,610.7070924,397.9640498,3262.771883,3109.932313,386486.7773,132876.7011,113305.3107,38070.33143,17125.87586,2830.364533,41.17846551
"China, mainland",2012,10248.36266,9137.251369,465.2377402,462.4344558,158.9614956,24.47759997,70724.47628,48030.24417,28512.73863,13932.29732,14580.4413,,,,8471.102746,6462.793806,5443.548494,614.7463795,404.4989327,3306.694231,3174.928519,393724.55,124716.0301,127312.9456,40505.29747,17210.82306,2885.394316,43.8392596
"China, mainland",2013,10008.57018,8985.755153,431.6785423,425.7132977,138.0447483,27.37843793,72767.9787,47893.13528,28935.22125,13657.52074,15277.7005,,,,8632.770501,6641.586466,5618.599074,613.0873333,409.9000579,3118.910314,3000.817191,402080.8333,131729.883,128335.4007,40214.93888,17307.2468,2905.546923,43.65521813
"China, mainland",2014,9952.016772,9007.276488,415.7513702,383.623088,117.3533824,28.01244411,74951.46534,47160.20964,30391.28205,14167.51577,16223.76628,,,,8817.902413,6864.157842,5820.802302,615.722388,427.6331519,3276.450945,3159.882894,407230.121,122250.823,132692.7536,38655.35304,18465.12079,2930.308356,46.29887747
"China, mainland",2015,9929.803104,9055.789344,397.4980351,342.3709306,104.0944882,30.05030595,72415.59979,45802.89185,31174.26632,14507.50559,16666.77513,,,,8749.521726,6702.227268,5645.409001,616.8859773,439.9322901,3295.469046,3179.829022,413133.7695,130536.6074,134905.2896,35486.82688,18683.55866,3046.127163,47.31569024
"China, mainland",2016,9559.936337,8834.489858,351.1841093,259.2582003,84.53256915,30.4716,70073.91918,44209.16556,29930.54014,13691.77455,16238.76559,,,,8628.32802,6502.649815,5425.49376,616.9050497,460.2510052,3173.934074,3064.028959,411642.3928,129164.2013,137972.7359,35785.27478,18844.21205,3160.53866,55.528363
"China, mainland",2017,9763.613992,9038.745611,343.6422403,267.7833206,81.11583828,32.326982,70202.08302,44158.91617,30231.66596,13823.76863,16407.88734,,,,8654.431278,6557.488595,5451.796882,634.6234182,471.0682949,3148.57564,3038.620948,409353.3137,127920.7294,133458.4842,32862.68822,17852.27008,3096.289071,54.25435743
Beijing,1998,18.6,12.5,0.9,2.1,3.1,,374.8,254.5,95.8,45.2,50.6,,,,44.8,31.2,27.9,2.1,1.2,22.8,22.7,431,,22,224,58,17.9,0.2
Tianjin,1998,30.9,18.3,1.2,8.6,2.9,,188.2,127.2,56.1,18.1,38.1,,,,21.7,17.6,13.9,2.3,1.4,11.7,11.7,87,,87,,,22.7,
Hebei,1998,936.6,664.5,49,155.4,67.7,,2902.6,2332.7,1924,958.4,965.6,,,,376.7,298.9,219.1,58,21.8,65.9,55.8,23172,4894,7754,5850,865,319,0.8
Shanxi,1998,316.8,227,5.6,39.6,44.6,,545.5,510.6,1019.1,463.7,555.4,,,,61,55.8,42.8,6.9,6.2,32.5,30.1,6943,1504,603,1600,462,37,0.3
Neimenggu,1998,677.3,375.6,129.8,92.2,66.1,13.6,791.2,816.1,3712.9,1339.8,2373.1,,,,129.4,117.9,73.3,17.6,27,67.1,63.8,65955,37416,13954,3381,3876,21.2,0.1
Liaoning,1998,382.1,209.3,40.6,95.2,37,,1223.9,1039.9,318.1,146.3,171.7,,,,216.6,138.9,112.8,23.4,2.6,19.9,18.5,7450,3933,3359,858,309,131.6,0.5
Jilin,1998,494.8,386,71.7,17.1,20.1,,1166.4,855,324.1,51.3,272.8,,,,223.7,148.1,117.2,28.3,2.6,13.4,12.4,19220,17014,1936,206,25,73.1,0.4
Heilongjiang,1998,549.5,456.6,77.8,8.9,6.3,,1063.1,958.1,462.8,121.5,341.3,,,,142.7,112.2,83.5,25.7,3,144.5,142.1,12921,3956,8965,91,19,71.2,0.3
Shanghai,1998,6.2,6.2,,,,,460,242.8,56.5,45.6,10.9,,,,58.6,26.1,25.3,0.1,0.7,24.6,24.6,66,,13,84,,13.4,
Jiangsu,1998,84.7,70.8,0.9,11.8,1.3,,2531.2,1961.9,904.9,860.8,34.1,,,,296.8,210.2,190.8,5.7,13.8,9.1,12.1,1116,1016,54,,1,157.1,1.6
Zhejiang,1998,43.5,43.5,,,,,1271.8,1040.6,207.6,101.2,106.4,,,,104,84.5,81.4,0.9,2.2,8,8,2194,2194,,,,31.7,5.4
Anhui,1998,637.9,627,2.6,6.6,1.8,,2239.6,1809.1,671.1,668.3,2.8,,,,288,229.4,183.7,34.3,11.5,3,3,198,8,146,123,21,94.7,0.7
Fujian,1998,117.2,117.1,0.1,,,,1365.1,1024.2,91.3,91.3,,,,,135.2,110.5,107.3,2,1.1,6.7,6.4,,,,3,,36.7,0.5
Jiangxi,1998,391.7,391.7,,,,,2271.1,1799.6,72.9,72.9,,,,,214.7,184.3,176.9,6.7,0.8,4.7,4.7,,,,8,,33.7,0.6
Shandong,1998,1048.6,911.8,19.5,98.5,18.9,,3123.2,2485.9,2322,1834.6,487.4,,,,497.9,347.5,266.6,60.1,20.9,54,27.5,15615,3303,8627,7818,979,322,0.8
Henan,1998,1416.8,1300.6,31.9,55,29.4,,3592.9,3439.7,2553.1,2365.1,188,,,,461.6,402.6,297.9,76.7,28,12.3,7.8,5855,1810,2861,3072,125,229.3,1.5
Hubei,1998,442.6,439,2.1,1.1,0.3,,2492.1,1843.9,144.1,143.1,1.1,,,,261,218.1,202.9,13.2,2.1,4.2,4.2,76,42,33,47,,121.6,1
Hunan,1998,493.4,489,4,0.3,0.1,,5467.3,3492.2,336.6,336.1,0.6,,,,422.5,381.8,365,11.7,5.1,0.8,0.8,8,,,17,,47.3,0.5
Guangdong,1998,416.4,416.3,0.1,,,,2425.8,1768.7,28.1,28.1,,,,,297.2,192.8,189.3,3.1,0.5,7.5,7,,,,,,29.6,1
Guangxi,1998,786.3,748.2,35.7,0.5,1.9,,2424.5,2085.2,239.2,239.2,,,,,250.8,205.6,194,9.5,2.1,1.2,1.2,,,,,,16.2,0.5
Hainan,1998,127.2,127.2,,,,,234.7,256.5,72.8,72.8,,,,,31,22.5,19.9,1.8,0.8,0.1,0.1,,,,,,1.4,
Chongqing,1998,152.5,149.2,2,0.2,1.1,,1720.1,1493,129.6,129.3,0.3,,,,140.1,126.6,121.6,3.5,1.5,4.7,4.7,14,14,,,,24.5,0.4
Sichuan,1998,1035.2,955.1,66.7,7,6.6,,5589.8,4793.9,1112.2,723,380.3,,,,491.8,421,390.4,20,10.7,27.3,26.7,3760,296,1131,412,39,80.4,2.1
Guizhou,1998,700.2,630.2,68.3,0.1,1.6,,1073.8,1593.2,320.5,301.1,19.4,,,,113.3,106.9,97.6,5.9,3.4,0.6,0.6,255,32,198,8,,5.8,0.1
Yunnan,1998,957.5,773.2,86.4,32.9,58.4,,1926,2507.9,801.4,705,96.5,,,,177,166.2,150.5,10.7,5.1,9.9,9.9,1389,209,906,94,,8.7,0.6
Xizang,1998,559.5,508.6,36.4,13.3,1.2,,12.6,21.3,1671,575.2,1095.7,,,,14.1,14.1,0.7,7.8,5.6,19.6,15.6,8291,136,2633,1060,606,0.2,
Shaanxi,1998,288,239.4,1.9,33.2,13.5,,794.5,731.6,692.1,548.2,143.9,,,,84.6,76.5,64.9,6.5,5.1,50.6,28.2,4179,2844,331,1371,761,39.9,0.3
Gansu,1998,545,330.1,25,122.6,65.2,2.1,524,567.1,1118.6,279.8,838.9,,,,55.6,51.6,38,6.9,6.8,14.1,13.8,15413,5481,1929,1366,348,9.5,0.2
Qinghai,1998,451.7,394.3,36.9,8.7,10.1,1.7,107.8,113.3,1638.9,260.1,1378.8,,,,20.5,20.1,6.8,6.9,6.4,20.5,19.9,15904,299,4892,559,221,1.4,
Ningxia,1998,88,52.8,1.1,21.8,12.1,0.1,114.2,121.1,358.9,115.3,243.6,,,,15.6,13.3,8.2,2.6,2.4,18.2,18.2,4100,152,290,491,273,6.5,0.1
Xinjiang,1998,606.8,364.3,100.3,123.5,2.8,16,197.4,169.8,3447.4,528.1,2919.3,,,,75.2,65.3,13.6,19.2,32.5,65,60,62147,29199,,2674,811,13.3,0.2
Beijing,1999,18.9,13.6,0.7,2.9,1.7,0,400.9,248.3,103.1,47.9,55.2,13.5,88.2,10850.3,49.3,32.3,28.6,2.4,1.3,24.1,24,519,3,30,219,56,15.8,0.2
Tianjin,1999,30.6,18.8,1.2,7.9,2.7,0,198.4,127,56.9,18.3,38.5,17.68,81.32,2870.27,23.5,18.8,14.6,2.5,1.7,12.9,12.9,1006,23,14,57,1,25.1,0
Hebei,1999,962.6,693.9,48.2,153.6,66.8,0,3000.2,2372.8,2063.5,1014.5,1049.1,406.61,1781.38,50539.07,393.9,311.7,226.5,61.9,23.4,78.8,68.4,25715,5801,8348,6088,1027,338.6,1
Shanxi,1999,311,224.9,5.8,37.6,42.7,0,570.2,502.2,1016,466.1,549.9,52,446.79,2926.02,62.3,57.2,43.8,7,6.4,32.7,30.2,6787,1443,660,1649,572,37.8,0.3
Neimenggu,1999,667.4,379.7,122.3,89.1,63.5,12.8,869.1,777.6,3702.6,1315.9,2386.7,129.1,1948.39,4411.31,140.6,128.1,80.5,17.8,29.8,71.2,67.9,65956,37073,14547,3457,3825,23.5,0.1
Liaoning,1999,399.8,228.1,39.9,95.8,35.9,0,1320.3,1123.4,347.9,159.3,188.5,161.99,211.72,37864.23,224.7,148.4,121.7,23.8,2.8,20.3,18.2,7909,4201,3436,908,322,134.4,0.3
Jilin,1999,522.1,413.1,72.3,16.3,20.4,0,1235,877.6,342.2,51.8,290.4,254.25,241.52,39687.2,236.4,156,121.7,31.3,2.9,14.5,13.8,19403,17041,2260,192,35,77.7,0.5
Heilongjiang,1999,549,458.2,76.6,8.3,5.9,0,1123.2,1014.4,481.1,120.2,360.9,184.53,221.56,15783.22,150.9,119.5,89,27.3,3.2,145,142.8,12793,3548,9245,108,17,74.9,0.3
Shanghai,1999,6,6,0,0,0,0,470.6,240.6,52.3,44,8.2,0.25,58.05,15841.27,54.1,26.6,25.9,0.1,0.7,25.9,25.9,78,0,21,93,0,16.2,0
Jiangsu,1999,75.4,63.7,0.7,9.7,1.2,0,2647.9,1917.6,927.5,897.5,30,28.02,1206.29,51945.29,306.9,215.3,196.2,5.2,13.9,16.3,16.2,1261,965,49,45,1,168.2,0.7
Zhejiang,1999,40.6,40.6,0,0,0,0,1289.9,1024.4,219,104.1,114.8,7.01,145.58,15518.57,107.5,85.9,82.6,0.9,2.4,9.1,9.1,2045,2045,0,0,0,34.7,7
Anhui,1999,604.3,595.2,2.3,5.3,1.6,0,2316.1,1773.3,718.2,716,2.3,245.85,857.38,42030.29,298.6,235.2,192.5,32.6,10.1,3.6,3.6,199,15,174,55,0,102.4,0.9
Fujian,1999,114.7,114.6,0.1,0,0,0,1453.4,1049.6,93.8,93.8,0,20.76,87.39,19146.6,138.8,113.3,110,2,1.2,8,7.7,0,0,0,0,0,39.2,0.5
Jiangxi,1999,374.7,374.7,0,0,0,0,2064,1554.3,79.2,79.2,0,56.63,58.69,25574.17,198.3,166.3,160.2,5.2,0.8,5.2,5.2,0,0,0,4,0,33.7,0.7
Shandong,1999,1112.6,977.3,20.2,96.9,18.3,0,3248.1,2560.5,2536.2,1989.8,546.4,391.1,2838.8,100246,524.5,361.3,272.5,65.5,23.3,61.3,35.6,16458,3567,9145,8271,981,349.1,0.9
Henan,1999,1448.4,1341,28.3,51,28.2,0,3880.3,3556.4,2786.3,2574.5,211.8,573.46,2665.33,39883.92,485.1,426.1,314,82.2,30,15.9,10.3,6871,1321,4581,2360,184,251.8,1.6
Hubei,1999,433.1,429.9,1.9,1,0.3,0,2604.2,2121,166.2,165,1.2,99.95,164.75,29496.04,265.8,225.3,209.8,13.1,2.5,4,3.9,60,29,31,62,0,105.5,1.1
Hunan,1999,498.5,493.9,4.2,0.2,0.1,0,5385.3,3422.4,349.5,349.1,0.3,118.8,354.16,27967.54,426.1,383.3,364.9,13,5.4,1,1,4,0,0,16,0,49.6,0.5
Guangdong,1999,416.8,416.8,0.1,0,0,0,2919.9,2019.1,30.7,30.7,0,41.53,28.12,88302.27,315.9,209.5,204.4,4.5,0.6,8.1,7.8,0,0,0,4,0,33.3,1.2
Guangxi,1999,808.8,770.7,35.7,0.1,2.3,0,2547,2309.6,241.1,241.1,0,99.88,150.93,33159.35,262.9,213.7,202.5,8.9,2.3,1.3,1.3,0,0,0,0,0,14,0.5
Hainan,1999,138.4,138.4,0,0,0,0,258.3,282.6,91.1,91.1,0,21.18,54.8,5912.2,33.8,24.2,21.4,1.8,1,0,0,0,0,0,0,0,2.4,0
Chongqing,1999,163.9,160.6,2.1,0.2,1.1,0,1703.2,1512.2,149.6,149.4,0.2,36.31,151.26,9452.27,140.5,126.4,120.6,4,1.8,4.7,4.7,8,8,0,0,0,26.3,0.4
Sichuan,1999,1055.2,972.1,69.4,6.8,7,0,5622.5,4732.8,1199,800.7,398.3,187.93,837.93,51097.67,523.4,439.8,405.2,21.4,13.2,26.9,26.6,3963,327,1412,428,41,89.4,2.3
Guizhou,1999,714.4,642.8,69.7,0.1,1.7,0,1106,1641,330.1,310.1,20,46.96,152.97,2601.76,117.1,109.7,99.5,6.4,3.8,1.5,1.5,268,31,224,4,0,6.1,0.2
Yunnan,1999,1000.4,818.7,87.9,32.3,61.5,0,1944.9,2459.4,836.4,717.4,119,124.14,311.15,7343.84,192.1,180.4,162.2,12.6,5.6,13.5,12.2,1707,281,1025,152,2,9.7,0.7
Xizang,1999,579.3,527.6,37.7,12.8,1.2,0,13,22.3,1688.7,584.2,1104.5,77.49,439.16,0,14.7,14.7,0.7,8.3,5.7,20.9,16.7,7936,120,2619,1452,638,0.3,0
Shaanxi,1999,292.9,246.7,1.8,31.2,13.2,0,792.5,793.2,582.8,456.6,126.2,57.15,410.17,4640.17,85.8,76.9,64.2,6.7,6,55.7,32.3,3412,1909,326,1047,700,39.9,0.3
Gansu,1999,548.9,332.7,24.7,122.8,66.6,2.1,547,565,1126.5,280.2,846.3,72.97,436.82,2187.04,57.7,53.1,39.1,7.2,6.9,13.8,13.4,14532,4891,2627,1356,337,10.3,0.2
Qinghai,1999,431.4,378.2,35.1,7.2,9.1,1.8,114.2,109.2,1639.5,267,1372.5,73.1,423.31,195.53,20.1,19.7,7,6.1,6.7,19.6,19,14980,336,4277,613,281,1.3,0
Ningxia,1999,88.9,55.5,1.1,20.6,11.6,0.1,127.9,122.1,376.7,125.5,251.2,20.11,145.72,1587.5,17.1,14.3,8.8,3,2.5,20.5,20.5,4313,178,502,601,311,7.1,0.1
Xinjiang,1999,615.9,370.5,101.5,125,2.8,16.2,203.9,188.3,3592.3,555.2,3037.1,145.95,1820.71,4104.14,80.4,69.3,15.1,20.6,33.6,70.4,64.8,64969,28947,8147,2608,848.65,16.7,0.2
Beijing,2000,23.59,18.85,0.59,2.65,1.5,,415.61,250.05,120.11,51.26,68.85,17.27,103.93,13986.9,55.88885,33.91975,29.0927,3.2681,1.55895,30.3633,30.3312,762,53,50,199,68,16,0.3
Tianjin,2000,31.59,21.45,0.95,6.93,2.27,,235.8,164.81,65.17,15.92,49.25,18.28,95.06,4484.68,28.8712,22.1052,17.3435,2.7752,1.9865,16.5152,16.5109,1418,307,4603,49,506,25.6,0.1
Hebei,2000,955.4,697.89,45.04,149.14,63.33,,3239.1,2415.8,2090.01,999.28,1090.73,429.99,1868.4,53301.67,419.4228,332.7222,242.8362,65.2916,24.5944,96.2088,84.1984,27789,5432,11104,5567,981,357,0.9
Shanxi,2000,309.26,225.01,5.78,37.21,41.26,,567.48,468.39,1058.42,474.85,583.57,53.74,478.8,3350.25,63.6854,57.8854,43.5432,7.3154,7.0268,35.9128,33.5266,7287,1498,745,1659,632,40.3,0.3
Neimenggu,2000,622.13,351.6,111.79,85.92,60.82,12,851.34,801.25,3551.58,1304.31,2247.27,158.43,2081.21,4682.12,143.3984,130.2812,76.6206,21.844,31.8166,82.9911,79.7774,65051,36959,13601,3442,3815,24.4,0.2
Liaoning,2000,420.66,254,37.03,95.28,34.35,,1320.07,1300.22,386.1107,187.3377,198.773,171.74,239.23,38038.83,225.6905,146.1675,116.9582,25.8413,3.368,21.9481,18.8755,7567,3721,3411,748,356,140.3,0.6
Jilin,2000,539.76,431.86,72.23,16.8,18.87,,1153.89,646.02,352.96,54.12,298.84,268.08,256.85,41498.8,216.287074,132.232374,95.473374,33.5449,3.2141,15.0007,14.2502,21228,19045,2183,365,34,80,0.5
Heilongjiang,2000,547.68,461.38,72.78,7.94,5.58,,1101.8,992.6,507.41,123.83,383.58,182.47,235.74,17057.79,151.5952,117.6492,87.1,27.0715,3.4777,156.5345,154.2992,13550,4365,9185,62,22,75.3,0.4
Shanghai,2000,6.27,6.05,,,,,473,230,55.44,45.98,9.46,0.32,61.88,17213.07,55.0464,26.6822,25.8972,,0.74,25.9459,25.9459,127,,127,214,,16.6,0.1
Jiangsu,2000,74.51,59.14,1.4,12.57,1.4,,2780,2015,1022.97,994.39,28.58,27.43,1372.4,57275.3,328.0468,226.5932,205.72,5.1206,15.7526,25.6923,25.5223,1104,863,54,17,,181.4,0.7
Zhejiang,2000,38.95,38.95,,,,,1359.8,1043,233.51,113.37,120.14,6.99,159.25,17380.8,117.62043,93.31923,89.78473,0.9184,2.6161,11.1713,11.17,2132,2132,,,,37.2,7.1
Anhui,2000,559.35,552.95,1.58,3.73,1.09,,2226.8,1858.4,794.94,792.52,2.43,244.18,935.81,46521.34,297.849,227.9184,184.8244,31.8794,11.2146,4.1204,4.1194,174,9,165,82,1,107.4,1.1
Fujian,2000,111.55,111.44,0.07,,,,1347.65,1108.57,96.22,96.22,,21.31,97.8,20633.89,137.584901,109.903101,106.453901,2.1177,1.3315,9.9054,9.5993,,,,9,,40.7,0.5
Jiangxi,2000,369.36,369.36,,,,,1863,1755,81.14,75.13,6.01,57.45,61.64,28521.55,184.4061,149.5704,143.451,5.236,0.8834,5.8202,5.6126,,,,2,,33.5,0.7
Shandong,2000,1140.28,1008.61,19.8,94.33,17.54,,3426.78,2660.34,2784.73,2160.16,624.57,413.8,3014.91,109168,560.15,379.86,285.88,69.18,24.8,70.47,45.73,17808,3917,9629,8618,1042,366.2,1
Henan,2000,1445.73,1340.23,29.27,49.47,26.76,,3930,3587.69,2961.36,2730.13,231.23,578,2903.83,43872.31,502,437.8812,322.8812,83,32,20.2136,16.0972,7736,1585,4875,2641,277,270,2.3
Hubei,2000,431.5,428.38,1.83,0.98,0.31,,2418.63,1900.37,224.8,223.55,1.25,104.26,205.26,29967.3,248.8458,210.3282,193.4904,13.7983,3.0395,5.9445,5.6433,35,24,10,52,,102.6,0.9
Hunan,2000,509.8,504.83,4.5,0.21,0.26,,5491.3,3583.8,375.16,374.86,0.3,128.07,397.06,30448.88,434.7186,391.3417,371.7571,13.4858,6.0988,1.0552,1.0552,3,3,,18,,52.3,0.5
Guangdong,2000,420.7,420.64,0.06,,,,2954.98,2034.79,29.33,29.33,,47.64,22.01,92913.43,322.2311,212.4497,206.8487,5.1676,0.4334,9.5177,9.1906,,,,10,,33.1,1.6
Guangxi,2000,814.51,775.25,36.82,0.06,2.38,,2749.9,3171.8,241.8,241.8,,108.91,164.98,37981.88,276.2398,219.1018,206.849,9.7851,2.4677,1.688,1.6816,,,,,,14.5,0.6
Hainan,2000,144.94,144.94,,,,,256.54,343.95,92.48,92.48,,22.79,72.14,7636.65,37.9763,25.7086,22.6657,2.0515,0.9914,0.032,0.032,,,,,,2.9,
Chongqing,2000,167.45,164.05,2.19,0.19,1.02,,1821,1610,160.64,160.46,0.18,38.49,167.94,10209.07,153.6057,138.437,132.1499,4.4043,1.8828,5.5989,5.5987,6,6,,,,27.9,0.4
Sichuan,2000,1089.01,1002.77,71.29,7.45,7.5,,5774.9,4781.07,1321.55,902.2,419.35,208.97,1038.28,58169.58,555.545,459.1704,419.1007,23.8252,16.2445,28.9168,28.4899,4108,291,1624,398,25,99.7,2.3
Guizhou,2000,731.49,658.08,71.27,0.16,1.98,,1164.51,1802.65,341.76,321.36,20.4,51.35,165.47,2992.02,123.82109,116.00709,104.80899,6.9854,4.2127,1.692,1.692,273,39,220,26,,6.5,0.2
Yunnan,2000,1036.32,854.82,86.28,32.1,63.12,,2033.26,2587.14,892.92,770.83,122.09,124.15,330.31,8313.22,204.8666,191.2079,172.6359,12.7679,5.8041,14.6909,12.9677,1690,365,1085,118,,10.6,0.7
Xizang,2000,578.57,526.24,38.51,12.51,1.31,,13.64,23.47,1664.27,589.43,1074.84,80.13,437.52,0,14.9,14.933761,0.79343,8.476985,5.663346,20.402908,16.19809,7947,103,5418,1834,682,0.2,
Shaanxi,2000,301.92,257.71,1.8,29.95,12.46,,752.43,639.85,635.34,499.87,135.47,62.91,347.71,5136.02,83.2177,74.1969,60.9424,7.8569,5.3976,63.8781,39.248,3593,2080,390,1007,546,42.5,0.3
Gansu,2000,562.84,343.43,26.37,125.31,65.55,2.18,562.59,548.23,1163.25,301.23,862.02,79.93,478.46,2465.76,58.8595,54.3091,38.9243,7.8507,7.5341,13.7387,13.3142,14145,5274,3044,1559,503,11.2,0.2
Qinghai,2000,441.36,390.95,33.78,5.95,9.02,1.66,112,104,1642.04,272.58,1369.46,75.04,440.95,242.24,20.8323,20.307,6.953,6.3529,7.0011,21.2852,20.6132,15588,308,4447,745,310,1.3,
Ningxia,2000,92.1,60.5,1,19.93,10.59,0.08,133.5,120.3,394.27,130.44,263.83,28.16,220.5,1859.49,18.5194,15.454,8.8395,3.3051,3.3094,23.6388,23.6042,4703,154,590,715,364,7.6,0.1
Xinjiang,2000,632.93,384.98,102.57,125.94,2.74,16.7,142.04,132.98,3690.21,586.7,3103.51,154.53,2017.36,4534.23,83.6316,70.5494,10.81,22.2428,37.4966,78.2256,72.536,66678,28853,8361,3110,893,18.5,0.3
Beijing,2001,27.6,23.4,0.56,2.41,1.23,,453.1,248.2,145.1,56.15,88.95,22.9,201.2,18646.46,69.1405,38.2244,31.1951,4.0118,3.0175,42.9076,42.9004,1351,19,1332,261,113,15.5587,0.2505
Tianjin,2001,35.37,27,0.81,5.56,2,,306.2,182.9,82.1,18.18107252,63.91892748,21.6,108.6,6026.32,36.3972,27.8889,21.923,3.5283,2.4376,24.0553,24.0528,1332,37.1,1295,40.7,,25.9953,
Hebei,2001,944.06,701.61,43.31,138.92,60.22,,3470.05,2592.51,2185.01,999.5097362,1185.500264,452.96,1934.68,55086.78,445.682,354.3269,260.2549,68.5023,25.5697,119.2613,107.3784,27475,4426,11867,4690,1018,369.6275,0.9394
Shanxi,2001,296.26,214.92,5.64,35.6,40.1,,575.42,475.53,1096.94,495.0530221,601.8869779,55.7,483.6,3507.93,63.5274,57.6743,44.1525,6.5789,6.9429,40.3711,37.9001,7109,1517,866,1682,642,42.5589,0.2512
Neimenggu,2001,536.32,301.1,90.99,80.17,55.18,8.88,878,765.4,3515.9,1356.636141,2159.263859,161.8,2146.5,5339.9,149.5778,134.7828,78.9957,23.2147,32.5724,109.0457,106.2365,60894,35480,11926,4379,3999,26.379,0.1765
Liaoning,2001,411.73,251.1,35.66,93.49,31.48,,1397.3,1291.8,449.4,212.5747302,236.8252698,181.9,267.29,41175,234.73447,154.75267,123.7997,27.26257,3.6904,26.6415,24.2333,8339,4127,4154,767,282,148.3621,0.7973
Jilin,2001,550.99,454.6,62.46,16.62,17.31,,1197.75,889.6,359.3,55.98155807,303.3184419,282.1,272.8,43113.8,192.9276,107.311,68.5995,35.2952,3.4163,16.4406,16.0465,22276,19767,2509,2050,45,82.9616,0.4975
Heilongjiang,2001,558.27,478.2,66.61,8.14,5.32,,1006.7,971.2,567.8,147.34519,420.45481,159.2,266.6,17625.8,137.5413,100.6767,73.1424,23.6152,3.9191,192.4412,188.9843,14540,4423,10117,182,58,80.3119,0.7331
Shanghai,2001,6.3,6.3,,,,,480,239.49,54.54,44.90618143,9.633818569,0.26,66.8,17500,56.1443,27.2654,26.3327,,0.9,26.0441,26.0441,231,,231,153,,16.8659,0.074
Jiangsu,2001,72,59.07,1.07,10.62,1.24,,2919.45,2028.51,1088.12,1056.66,31.46,26.81,1433.59,58355.33,343.0861,238.0464,216.6816,5.0243,16.3405,36.0176,35.408,1017,821,196,7,,180.13,0.6492
Zhejiang,2001,39.3,39.3,,,,,1669.3,1146.88,245,132.3891927,112.6108073,8.1,162.4,17017,136.1244,111.3,107.4,1,2.9,17.5874,17.5874,2319,2319,,,,40.5512,7.2711
Anhui,2001,533.93,528.42,1.46,3.04,1.01,,2408.04,1910.59,720.85,718.6788152,2.171184827,205.02,906.7,43802.77,306.74872,239.45052,199.86732,28.7028,10.8804,5.5075,5.5052,125,6,119,110,2,112.7183,1.4025
Fujian,2001,109.8,109.7,0.07,,,,1438.01,1119.88,101.4,101.4,,22.4,104,22002.7,139.987826,110.849426,107.182226,2.2143,1.4529,11.39,11.0984,,,,16,,40.108,0.5951
Jiangxi,2001,360.9,360.9,,,,,1998.25,1481.42,86.4,60.17303553,26.22696447,59.6,65.8,29091.9,193.8322,157.934,151.6672,5.3435,0.9233,5.929,5.9276,,,,1,,33.6352,0.7265
Shandong,2001,1124.76,1006.85,19.13,81.94,16.84,,3594.69,2769.41,2904.47,2239.74,664.73,461.8,3210.88,119102.28,595.439366,399.269926,298.7446,72.964526,27.5608,90.430496,61.78123,18377.86,4833.51,7818.18,8721.82,1030.36,379.0377,0.997589
Henan,2001,1428.93,1338,25.34,44.03,21.56,,4218.99,3672.07,3120.07,2837.53,282.54,621.34,3132.01,48797.71,537.93,467.5141,343.7744,89.225,34.5147,30.0293,27.0247,8645,1705,5173,2306,394,286.0045,1.6083
Hubei,2001,409.73,406.9,1.72,0.85,0.26,,2506,1885.8,226.5,224.9832369,1.516763056,101.8,220.3,31438.7,264.2792,222.0729,205.0905,13.4307,3.5517,8.8271,8.7951,24,17,3,36,,108.1805,0.8938
Hunan,2001,511.57,507.9,2.98,0.22,0.47,,5540.5,3604.26,387.9,387.7100098,0.189990204,125,435.2,32672,456.84666,409.59496,389.76916,13.15,6.6758,1.8462,1.8462,2,2,,,,54.6514,0.7663
Guangdong,2001,434.63,434.54,0.09,,,,3052.2,2138.8,35.9,35.9,,47.39,23.8,94517.2,333.3287,219.3297,213.653,5.2129,0.4638,10.4462,10.1845,,,,32,,33.1399,1.2168
Guangxi,2001,806.98,766.56,37.63,0.05,2.74,,2768.4,3154.6,237.55,237.55,,115.47,173.76,24617.29,266.1424,221.1105,208.0752,10.4328,2.6025,2.0503,2.0471,,,,,,14.458,0.5903
Hainan,2001,150.2,150.2,,,,,259.18,301,97,97,,19.9,84,8136,39.6835,26.4263,22.9074,2.3697,1.1492,0,0,,,,,,3.1347,0.0654
