Area,Year,"Stock, cattle","Stock, goat & sheep","Stock, pig","Stock, birds","Slaughtered, cattle","Slaughtered, goat & sheep","Slaughtered, pig","Slaughtered, birds","Meat Production, cattle","Meat Production, goat & sheep","Meat Production, pig","Meat Production, birds","Egg Production, birds","Milk Production, cow","Meat Yield, cattle","Meat Yield, goat & sheep","Meat Yield, pig","Meat Yield, birds","Aquatic, total","Aquatic, animals","Marine, total","Marine, capture","Marine, aquac.",Marine Fish,Marine Crustaceans,Marine Molluscs,Marine Plants,"Marine, others","Freshwater, total","Freshwater, capture","Freshwater, aquac.",Freshwater Fish,Freshwater Crustaceans,Freshwater Molluscs,"Freshwater, others"
Zhejiang,2002,39.63,258.61,1139.17,11450.61148796211,8.97,181.08,1719.15,18693.32,1.2269,3.0835,115.0861,25.078855669774924,43.4886,22.1539,136.77814938684503,17.02838524409101,66.94360585172905,1.34159451984853,480.6837,477.4528,409.3332,324.1799,85.1533,218.9165,88.7019,98.0897,3.2309,0.3942,71.3505,8.1405,63.21,54.6979,7.6844,4.1271,4.8411
Anhui,2002,582.5039057999999,948.6547467,1995.371632,27077.105517695036,252.26,852.2,2453.87099,44203.84,35.31668633,11.93082541,201.2174212,59.30362950026124,115.3096,7.3764,140.00113505906606,14.000029816944378,82.00000000815038,1.34159451984853,163.3857,163.3857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163.3857,32.8103,130.5754,129.4371,18.4724,10.3993,5.0769
Fujian,2002,109.3,106.4,1132.89,11083.479058018682,23.9,107.8,1488.34,18093.97,2.3281,1.4669,110.612051,24.274770994303708,40.7915,13.836,97.41004184100419,13.607606679035252,74.31907427066396,1.34159451984853,558.7142,520.0486,494.7843,211.8278,282.9565,175.4321,35.3351,240.8425,38.6656,4.5089999999999995,63.9299,7.9065,56.0234,53.7957,3.2073,5.3586,1.5683
Jiangxi,2002,356.71,73.9,1369.92,17245.582654913826,67.08,74.36,1957.03,28153.71,5.9952,1.1249,149.9062,37.77086304940475,35.3658,7.8732,89.37388193202146,15.127756858526089,76.5988257717051,1.34159451984853,138.2016,138.2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.2016,22.9781,115.2235,128.5448,3.5626,4.3396,1.7546
Shandong,2002,1018.93,3039.45,2882.96,77397.39672148401,488.12,3358.58,3803.18,126352.58,76.1473,30.2272,314.8382,169.51392889672297,399.4099,90.3023,156.00118823240186,8.999994045102396,82.78288169374049,1.34159451984853,695.0136,647.4418,598.2623,272.0554,326.2069,180.9821,55.6088,304.3735,47.5718,9.7261,96.7513,7.8764,88.8749,91.4777,3.7524,0.872,0.6492
Henan,2002,1330.63,3378.02,3800.0,32372.04519405341,640.0,3437.22,4498.0,52847.92,89.2,37.8465,366.4908,70.90047985739352,302.0,36.0001,139.375,11.010787787805262,81.478612716763,1.34159451984853,36.2179,36.2179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.2179,2.1482,34.0697,34.7962,0.9704,0.1297,0.3216
Hubei,2002,399.28,301.94,2107.632,19299.62535455861,102.78,279.14,2751.98,31506.97,14.64891478,4.302175465,218.795592,42.26957828903204,112.0984,10.0714,142.52689998054097,15.412250000000002,79.50479000574131,1.34159451984853,272.0393,272.0393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,272.0393,38.9319,233.1074,255.7459,9.5532,4.9875,1.7527
Hunan,2002,534.0,483.0,3908.5,21614.47388501513,146.8,526.0,5653.1,35286.0,15.91605,8.068999999999999,396.8608,47.33950422737523,62.7053,3.0,108.41995912806539,15.340304182509502,70.20233146415241,1.34159451984853,149.5595,149.5595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.5595,17.0346,132.5249,142.8608,2.8744,2.3843,1.44
Guangdong,2002,413.04,31.24,2062.33,59180.93913958689,46.68,25.21,3162.15,96613.9,5.0198,0.4914,225.75,129.61667878119388,32.8266,10.8248,107.5364181662382,19.49226497421658,71.39130022294958,1.34159451984853,628.0635,624.7467,374.3593,184.7227,189.6366,162.3354,36.9707,164.3346,3.3168,7.4018,253.7042,13.3042,240.4,224.847,13.8462,7.343,7.6679999999999975
Guangxi,2002,766.48,232.43,3029.29,14038.645504538878,129.08,181.54,2656.54,22918.33,11.5927,2.6446,190.76,30.74710593208016,14.9547,3.1007,89.81019522776572,14.56758841026771,71.80768970164199,1.34159451984853,255.1456,254.9339,166.4169,86.2969,80.12,59.1269,19.4473,84.0871,0.2117,3.5439,88.7287,9.8832,78.8455,85.2042,0.9985,2.0981,0.4279
Hainan,2002,149.47,94.81,309.09,4263.734603341665,28.56,90.15,273.24,6960.62,2.5688,1.2413,23.260526,9.338329646748074,3.1108,0.0365,89.94397759103643,13.769273433166944,85.12855365246669,1.34159451984853,109.2951,104.9318,91.8621,78.9122,12.9499,65.9121,11.6571,8.2058,4.3633,1.7238,17.433,2.2566,15.1764,14.1848,0.1849,3.0633,0.0
Chongqing,2002,164.47,213.03,1690.56,7033.316479410604,43.64,207.1,1748.96,11482.01,5.0311,2.3628,126.9273,15.404201692846021,31.5797,8.0952,115.28643446379469,11.408981168517625,72.57301482023603,1.34159451984853,21.1568,21.1568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.1568,1.2317,19.9251,20.6805,0.0591,0.2225,0.1947
Sichuan,2002,1067.4,1329.0,5376.22,22755.350085515063,218.82,1094.0,6202.56,37148.5,23.64,16.8,458.85,49.83822402059312,121.1137,38.9321,108.03400054839595,15.356489945155394,73.97751895991333,1.34159451984853,64.8436,64.8436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.8436,5.0154,59.8282,63.854,0.258,0.2172,0.5144
Guizhou,2002,692.57,360.74,1869.07,2768.4425312458884,66.99,200.65,1285.0,4519.53,8.970692999999997,4.4944370000000005,115.2135,6.063376680291026,7.927141579,2.527202247,133.91092700403044,22.399386992275105,89.6603112840467,1.34159451984853,7.4567,7.4567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4567,0.8411,6.6156,7.1378,0.1771,0.0,0.1156
Yunnan,2002,750.39,784.13,2486.9,5912.525825549269,153.81,417.64,2259.86,9652.3,15.6801,7.1962,195.8607,12.949472783933965,13.1574,17.5178,101.94460698264092,17.230629250071832,86.66939544927561,1.34159451984853,19.2564,19.2564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.2564,2.3554,16.901,18.4305,0.6688,0.1341,0.0
Xizang,2002,577.13,1782.39,23.7,0.0,89.48,530.38,14.4,0.0,9.4034,6.896,0.9182,0.0,0.2539,19.0061,105.08940545373267,13.001998567065122,63.763888888888886,1.34159451984853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shaanxi,2002,267.55,760.06,735.2,3372.0931456387316,71.13,447.02,770.1,5505.0,9.3908,6.8501,60.22182,7.385477831766157,46.3563,54.0298,132.02305637565024,15.323922866985818,78.2,1.34159451984853,6.4109,6.4109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4109,0.2856,6.1253,6.3559,0.0,0.0,0.0
Gansu,2002,378.96,1209.06,625.05,1848.4705907117484,89.5,583.69,639.01,3017.66,9.487,9.33904,46.00872,4.048476118766115,12.4102,16.8446,106.0,16.0,72.0,1.34159451984853,1.4757,1.4757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4757,0.0594,1.4163,1.4757,0.0,0.0,0.0
Qinghai,2002,410.66,1732.85,104.76,115.5026128141034,91.28,475.35,104.55,188.56,7.0293,8.0001,7.1703,0.2529710626626388,1.3672,22.0342,77.0081069237511,16.829914799621328,68.58249641319942,1.34159451984853,0.1796,0.1796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1796,0.0,0.1717,0.1796,0.0,0.0,0.0
Ningxia,2002,62.36,476.03,126.22,903.5984528351534,23.26,288.71,138.2,1475.14,2.9071,4.4751,8.7915,1.9790397400093607,9.0424,30.7472,124.9828030954428,15.500329049911677,63.614327062228654,1.34159451984853,4.8576,4.8576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8576,0.0,4.8329,4.8493,0.0,0.0,0.0
Xinjiang,2002,414.1,3908.2,205.1,3795.6966504407314,188.7,2363.04,202.3,6196.54,25.8985,42.6172,14.86,8.31324410602221,22.6366,94.8672,137.24695283518813,18.034904191211318,73.45526445872466,1.34159451984853,6.3906,6.3906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3906,0.9578,5.4328,6.334,0.0,0.0,0.0566
Beijing,2003,29.8,182.98,248.5,9402.450481430538,29.84,300.95,466.97,16672.15,5.1798,4.697,32.68806014,22.367265074092668,16.1755,63.2919,173.5857908847185,15.607243728194053,70.0003429342356,1.34159451984853,7.1249,7.1249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1249,0.0,7.1249,7.065,0.0599,0.0,0.0
Tianjin,2003,42.91,106.49,245.09,5324.8566712517195,32.82,142.45,412.94,9441.88,5.4147,3.1151,32.211,12.667174465067438,24.2486,43.2264,164.981718464351,21.86802386802387,78.00406838765922,1.34159451984853,29.8257,29.8257,5.085,4.2091,0.8759,1.8181,1.3228,0.6555,0.0,1.2886,24.7407,1.0796,23.6611,22.8581,1.5409,0.2407,0.10099999999999999
Hebei,2003,737.09,2209.71,2763.41,35706.6969738652,526.73,2179.48,3875.1,63314.07,78.5867,29.0202,290.2523,84.94180934130623,415.1898,197.9021,149.19731171567975,13.315194450052305,74.90188640293154,1.34159451984853,86.2715,86.2715,48.9702,31.1128,17.8574,17.7773,9.0483,18.1284,0.0,4.0162,37.3013,7.2487,30.0526,34.0328,2.5936,0.5567,0.1182
Shanxi,2003,218.34,1015.77,462.53,1907.131636863824,49.76,496.99,610.24,3381.67,6.6687,7.2115,46.7852,4.536829939936179,50.3488,53.24100000000001,134.01728295819936,14.510352320972252,76.66688515993708,1.34159451984853,3.1067,3.1067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1067,0.0,3.0798,3.1008,0.0,0.0,0.0
Neimenggu,2003,409.73,4450.15,647.73,5208.150481430537,149.07,2867.74,791.91,9234.94,24.0252,45.3163,71.2719,12.389544895129985,34.4437,308.0222,161.16723686858526,15.802095029535453,90.00000000000001,1.34159451984853,7.2794,7.2794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2794,2.8184,4.461,6.8885,0.3294,0.0,0.0613
Liaoning,2003,301.88,1076.86,1275.42,27048.72077028886,224.63,403.1,1712.8,47962.0,33.8692,5.0958,147.9091,64.3455563609752,169.5053,42.6899,150.77772336731516,12.641528156784915,86.35514946286781,1.34159451984853,381.9845,348.9404,330.8457,147.9639,182.8818,83.8219,32.5568,165.2123,33.0441,16.2106,51.1388,3.0553,48.0835,46.9397,2.985,0.41200000000000003,0.8021
Jilin,2003,500.0,392.0,523.89,24996.775103163687,322.01,303.0,1127.08,44323.55,40.2513,3.7614,84.531,59.46423178023231,90.0092,22.6804,125.00015527468092,12.413861386138613,75.00000000000001,1.34159451984853,10.8748,10.8748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.8748,1.9298,8.945,10.725999999999999,0.0,0.1018,0.0
Heilongjiang,2003,526.39,1029.5,1046.22,8049.4674002751035,203.52,422.7,1174.2,14273.08,29.9303,6.6688,85.5715,19.148685909359656,90.2852,300.4701,147.06318789308176,15.776673763898748,72.87642650315108,1.34159451984853,41.8915,41.8915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.8915,4.7810000000000015,37.1105,41.5578,0.3229,0.0,0.0
Shanghai,2003,6.28,62.0,195.0,8346.629986244841,0.15,72.0,410.0,14800.0,0.06,0.88,24.6,19.855598893758245,15.0703,27.0508,400.0,12.222222222222223,60.00000000000001,1.34159451984853,35.4787,35.4787,13.3491,13.0773,0.2718,9.7842,1.7146,1.4369999999999998,0.0,0.4133,22.1296,0.6469,21.4827,15.1156,6.6263,0.0835,0.3042
Jiangsu,2003,66.4,1205.14,1992.96,34487.203576341126,29.9,1548.04,3009.06,61151.7,5.5829999999999975,17.6458,221.1648,82.04078559942134,188.1862,49.78100000000001,186.72240802675577,11.398801064571977,73.49963111403562,1.34159451984853,342.9302,341.5011,98.1715,57.2315,40.94,36.2791,12.0998,41.5229,1.4291,6.8406,244.7587,36.1445,208.6142,185.7964,45.7033,9.8691,3.3899
Zhejiang,2003,38.9,262.9,1132.38,11708.584869325998,9.56,200.21,1792.01,20761.32,1.3788,3.605,117.2357,27.85327313682168,42.2043,24.7275,144.22594142259416,18.006093601718195,65.42134251482972,1.34159451984853,482.8206,478.9624,406.0015,314.1511,91.8504,208.4516,82.0775,103.4764,3.8582,8.1378,76.8191,8.5616,68.2575,54.2787,10.0804,4.4816,7.9784
Anhui,2003,492.5555,1049.922,2019.31444,25563.437964236586,248.96,1077.9,2557.166,45328.34,34.854498,15.090572,209.687612,60.812252537830915,119.7758,9.0138,140.00039363753214,13.999974023564336,81.99999999999999,1.34159451984853,165.2645,165.2645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.2645,40.461999999999996,124.8025,133.4902,18.7698,10.3782,2.6263
Fujian,2003,109.93,123.77,1180.808981,9706.312929848695,25.58,118.65,1603.126454,17210.95,2.4844,1.6336,116.4333688,23.09011620138706,42.3956,19.1903,97.1227521501173,13.768225874420564,72.62893610761911,1.34159451984853,572.7725,531.0538,507.8732,221.2006,286.6726,179.0121,37.2761,234.2485,41.7187,15.6178,64.8993,8.4203,56.479,55.26600000000001,3.3317,4.4847,1.8169
Jiangxi,2003,358.55,103.67,1301.18,17401.860660247596,72.54,86.97,1858.8,30856.47,6.9627,1.3924,142.7407,41.39687105387057,37.0631,10.8862,95.98428453267162,16.010118431643097,76.79185496018938,1.34159451984853,146.0644,146.0644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146.0644,23.0947,122.9697,133.6046,5.1604,5.0899,2.2095
Shandong,2003,1040.1706,3133.6745,2975.2145,76653.05859697386,509.11,3466.05,4016.1626,135918.96,79.65,32.9275,332.6371,182.34813187951156,424.6878,124.3868,156.44949028697138,9.500007212821512,82.82460974065143,1.34159451984853,706.225,652.6248,604.1543,268.0831,336.0712,186.7444,48.3656,284.8122,53.6002,30.6319,102.0701,10.0771,91.993,95.1054,5.3243,1.3239,0.3165
Henan,2003,1396.0,3315.8,3914.0,33442.916093535074,652.8,3780.0,4850.0,59300.0,93.0,42.0,386.0,79.55655502701782,326.2,49.6,142.46323529411768,11.11111111111111,79.58762886597938,1.34159451984853,38.95,38.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.95,2.6163,36.3337,37.6122,1.0261,0.0,0.2654
Hubei,2003,401.49,327.11,2123.34,18778.44552957359,104.45,319.68,3000.7,33297.39,14.886935,4.926988,238.584338,44.67159594925925,117.3735,11.0714,142.52690282431786,15.412249749749748,79.5095604358983,1.34159451984853,286.7643,286.7643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,286.7643,40.4266,246.3377,270.8926,10.4153,3.7522,1.7042
Hunan,2003,556.2,588.37,4108.7,23402.709766162312,148.3,604.9,5905.8,41497.0,16.0787,9.3915,419.3258,55.67214779015445,64.5865,5.2508,108.42009440323669,15.525706728384858,71.00237055098378,1.34159451984853,156.5947,156.5947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.5947,17.5582,139.0365,150.0712,2.436,2.5332,1.5543
Guangdong,2003,398.26,27.76,1961.05,57627.28775790922,53.26,28.66,3269.71,102183.02,5.8056,0.5531,234.45,137.08817965357272,32.5169,10.5505,109.00488171235449,19.2986741102582,71.70360674188231,1.34159451984853,648.5465,644.9342,379.2069,181.9063,197.3006,158.74,39.7037,170.2718,3.6123,6.8791,269.33959,13.08389,256.2557,237.93576000000002,19.100929999999998,7.4218,4.8811
Guangxi,2003,760.61,246.57,2637.67,11959.89174690509,144.35,194.36,2555.14,21206.93,12.93,2.8205,179.7608,28.451101070811387,14.9628,3.8166,89.57395219951506,14.511730808808396,70.35262255688534,1.34159451984853,264.6137,264.5509,168.7368,85.1042,83.6326,60.526,20.0784,83.9159,0.0628,4.1537,95.8769,10.5284,85.3485,91.9316,1.3344,2.0728,0.5381
Hainan,2003,147.04,93.86,346.56,4593.748280605227,30.48,92.43,346.27,8145.5,2.7079,1.256,28.381725,10.9279581614262,2.5912,0.0604,88.84186351706036,13.58866168992751,81.96414647529384,1.34159451984853,123.069,119.0816,104.5128,89.561,14.9518,76.8959,13.8756,5.9291,3.9874,3.8248,18.5562,2.267,16.2892,16.8848,0.379,0.3129,0.9795
Chongqing,2003,169.88,245.09,1719.56,7138.658321870701,45.95,235.33,1818.39,12658.06,5.3281,2.7193,132.0965,16.981983927913884,35.3554,9.0608,115.95429815016321,11.55526282241958,72.64475717530341,1.34159451984853,22.4893,22.4893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.4893,1.2238,21.2655,21.996,0.1238,0.2454,0.1241
Sichuan,2003,1078.0,1370.2,5564.87,23171.03438789546,236.5,1133.4,6236.87,41086.2,25.6,17.4,461.6,55.121020761400665,133.612,45.44,108.24524312896406,15.352038115404975,74.01148332416741,1.34159451984853,76.4047,76.4047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.4047,5.6853,70.7194,74.5688,0.4515,0.63,0.7544
Guizhou,2003,721.66,391.9,1867.47,3020.374690508941,80.39,223.73,1398.15,5355.64,10.126961,4.4975,126.934473,7.18509727428158,9.116213,3.377216,125.97289463863665,20.102355517811645,90.78744984443729,1.34159451984853,7.9585,7.9585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.9587,0.9303,7.0284,7.7582,0.1591,0.0,0.0
Yunnan,2003,762.57,809.56,2554.13,6024.7892709766165,170.67,470.62,2384.5398,10682.98,17.5817,8.1781,208.7681,14.332227423651448,14.3853,21.7489,103.01576141090996,17.377289532956528,87.55068797761312,1.34159451984853,20.4308,20.4308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.4308,2.403,18.0278,19.8209,0.498,0.0523,0.0596
Xizang,2003,591.41,1779.03,25.22,0.0,96.28,516.19,13.94,0.0,10.7699,7.3671,0.8758,0.0,0.2185,19.627,111.8601994183631,14.272070361688524,62.826398852223825,1.34159451984853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shaanxi,2003,285.55,877.18,722.1,3338.0259972489685,78.64,518.91,816.4,5918.89,10.47,7.9433,61.96989,7.940750387586266,49.0472,74.2077,133.1383519837233,15.30766414214411,75.9062836844684,1.34159451984853,6.6682,6.6682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6682,0.2951,6.3731,6.6366,0.0,0.0,0.0
Gansu,2003,390.43,1236.29,630.15,1873.9255845942228,100.5,660.83,675.87,3322.79,10.653,10.57328,48.66264,4.457836854607497,13.4419,22.184,106.00000000000001,16.0,72.00000000000001,1.34159451984853,1.4344,1.4344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4344,0.1162,1.3182,1.4344,0.0,0.0,0.0
Qinghai,2003,405.59,1761.69,101.0,140.32489683631363,93.46,508.58,105.35,248.82,7.0932,8.4919,7.4195,0.3338155484287112,1.4005,22.1398,75.89557029745346,16.69727476503205,70.42714760322734,1.34159451984853,0.1253,0.1253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1253,0.0,0.1195,0.1253,0.0,0.0,0.0
Ningxia,2003,70.50294612,474.4085344,125.05387720000002,954.5048143053646,30.59,357.49,165.0927853,1692.5,3.742495558,5.519840133,10.65557595,2.270648724843637,8.7093,38.5851,122.34375802549853,15.440544163473104,64.54295341033294,1.34159451984853,5.0384,5.0384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0384,0.0,5.007,5.0339,0.0,0.0,0.0
Xinjiang,2003,453.06,4104.3,191.17,4151.303576341128,202.23,2626.94,240.7,7360.97,28.7743,45.5438,17.4057,9.875437012769435,23.6194,113.0,142.28502200464817,17.337206026784013,72.31283755712506,1.34159451984853,6.7278,6.7278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7278,1.3094,5.4184,6.6241,0.0,0.0,0.1037
Beijing,2004,29.25,158.47,243.24,10472.645290581164,28.96,315.92,460.52,17419.5,5.0894,4.9077,31.8148,23.36990573850147,15.8858,70.041,175.7389502762431,15.534629020005065,69.08451315903761,1.34159451984853,6.6753,6.6753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6753,0.0,6.6753,6.6139,0.0,0.0,0.0
Tianjin,2004,43.4163,93.6128,252.42,5110.406813627254,33.84,143.97,446.61,8500.31,5.5829,3.1509,33.0538,11.403969313013656,24.38300000000001,54.2407,164.97931442080377,21.88580954365493,74.01043415955756,1.34159451984853,31.0033,31.0033,4.8606,3.7975,1.0631,1.8772,1.4168,1.4241,0.0,0.1425,26.1427,1.1301,25.0126,23.6034,2.3053,0.1078,0.1262
Hebei,2004,795.48,2361.7,2945.91,39242.73547094189,557.85,2346.44,4160.14,65273.75,82.9053,31.0963,313.3789,87.57090528996297,432.9416,266.4643,148.61575692390429,13.25254427984521,75.32893123789103,1.34159451984853,92.3788,92.3788,53.6902,31.112,22.5782,18.5987,9.4519,21.6517,0.0,3.9879,38.6886,8.2307,30.4579,35.1315,2.6843,0.5309,0.3419
Shanxi,2004,212.15,998.79,452.73,2042.428857715431,49.94,497.64,610.52,3397.24,6.6997,7.2265,46.8241,4.55771856661022,52.0443,61.1497,134.1549859831798,14.52154167671409,76.6954399528271,1.34159451984853,3.5364,3.5364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5364,0.2084,3.3280000000000003,3.5273,0.0,0.0,0.0
Neimenggu,2004,514.72,5318.48,711.22,7577.062124248498,186.33,3782.99,875.84,12603.18,28.7156,60.3598,80.7935,16.908357220664595,38.749,497.8733,154.11152256748778,15.955580109913058,92.24687157471683,1.34159451984853,7.7257,7.7257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7257,2.9014,4.8243,7.3987,0.2801,0.0,0.0
Liaoning,2004,329.05,1204.54,1364.84,30795.643286573148,247.92,483.7,2102.16,51223.42,37.2899,6.115,175.2902,68.72105955989959,192.3857,58.4479,150.41101968376896,12.642133553855697,83.38575560375995,1.34159451984853,402.5331,364.1626,346.1571,149.1192,197.0379,90.1019,36.1938,163.562,38.3705,17.9289,56.37600000000001,4.2269,52.1491,51.312,4.1562,0.0,0.902
Jilin,2004,525.03,410.0,568.04,27354.727454909822,335.01,320.0,1159.09,45500.03,48.97,4.0001,98.52265,61.04259090094371,95.0046,25.3245,146.17474105250588,12.5003125,85.0,1.34159451984853,11.9821,11.9821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.9821,2.7783,9.2038,11.9162,0.0,0.0,0.0
Heilongjiang,2004,532.77,1153.57,1217.28,8984.30861723447,214.31,582.87,1295.53,14943.9,31.4213,9.0132,93.8719,20.048654345164447,98.2877,374.4782,146.61611684009145,15.46348242318184,72.45829892013307,1.34159451984853,43.0066,43.0066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0066,5.3568,37.6498,42.5003,0.4637,0.0,0.0
Shanghai,2004,1.23,61.915,50.75,1893.7154308617237,0.05,53.61,106.53,3149.88,0.0,0.7457,5.8357,4.225861746180488,10.5122,25.2001,0.0,13.909718336131318,54.77987421383648,1.34159451984853,34.4105,34.4105,13.4237,13.2008,0.2229,10.2468,1.5557,1.0614,0.0,0.5598,20.9868,0.4831,20.5037,13.9748,6.7437,0.0683,0.2
Jiangsu,2004,65.82,1196.89,1910.78,35025.25851703407,28.43,1523.52,2988.63,58258.68,5.2915,17.3863,219.7532,78.15952582160917,175.3895,53.6146,186.12381287372494,11.411927641251836,73.52974439793483,1.34159451984853,366.1285,364.3851,107.3982,58.9404,48.4578,37.4175,15.207,46.4981,1.7434,6.5322,258.7303,31.2776,227.4527,194.1049,51.6426,9.3392,3.6436
Zhejiang,2004,39.25,256.72,1125.27,11527.95991983968,9.94,212.22,1893.08,19174.84,1.467,3.8213,126.4322,25.72486026297239,42.0666,25.9523,147.58551307847085,18.006314202242955,66.78650664525534,1.34159451984853,493.5288,489.1875,414.9798,322.0358,92.944,202.06,85.0844,76.3123,4.3413,47.1818,78.54899999999998,9.0962,69.4528,54.2671,10.8893,4.8921,8.5005
Anhui,2004,461.7965343,953.8455922,1968.959166,29005.17835671343,253.97,1173.56,2531.31,48245.28,35.55524000000001,16.42988853,207.56742,64.72560325655787,120.0074,10.1856,139.99779501515934,14.000041352806845,82.0,1.34159451984853,171.3259,171.3259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.3259,35.7559,135.57,138.829,19.8142,10.0324,2.6503
Fujian,2004,107.84,128.94,1241.810541,10770.28857715431,28.79,131.79,1725.8956629999998,17914.58,2.8263,1.8055,121.513827,24.03410235338808,43.4384,20.7997,98.16950329975685,13.699825479930194,70.4062415851844,1.34159451984853,591.2117,546.8861999999998,523.2746,223.3279,299.9467,184.6631,34.6545,243.4884,44.3255,16.1431,67.9371,8.4567,59.4804,57.5082,3.6619,5.0897,1.6773
Jiangxi,2004,366.39,107.35,1441.45,19682.59118236473,90.04,96.97,2051.05,32738.71,8.7147,1.5707,161.2125,43.92207392291026,40.8111,11.6008,96.78698356286094,16.197793131896464,78.59998537334535,1.34159451984853,156.3427,156.3427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.3427,23.1619,133.1808,142.9868,5.5981,5.294,2.4638
Shandong,2004,998.83,3286.77,3058.19,88277.54308617236,530.6,3641.44,4330.24,146834.98,79.5898,34.9881,346.4193,196.9930044900685,432.8712,160.8798,149.99962306822465,9.608314293246629,80.00002309340823,1.34159451984853,718.1519999999997,664.4082999999998,612.097,270.21299999999997,341.884,176.4466,47.6055,296.4904,53.7437,37.8108,106.055,10.35,95.705,98.3254,5.9084,1.413,0.4082
Henan,2004,1423.92,3910.0,4232.0,37790.38076152305,672.38,3953.88,5189.0,62858.0,98.325,44.646,410.318,84.3299483286389,347.4,74.5,146.23427228650465,11.291693222859571,79.07458084409328,1.34159451984853,42.6958,42.6958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.6958,2.8604,39.8354,41.2631,1.0311,0.0693,0.3323
Hubei,2004,406.71,343.63,2190.04,20385.138276553105,111.76,356.57,3126.15,33907.28,15.86992,5.82992,240.71355,45.48982103096966,118.1061,11.6728,142.0,16.35000140224921,77.0,1.34159451984853,302.13,302.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,302.13,39.366,262.764,285.8214,10.4976,3.9171,1.8939
Hunan,2004,583.55,671.08,4343.43,25741.46092184369,154.56,662.12,6088.69,42816.63,16.8486,10.103375,429.1177,57.44255616638216,88.0924,6.657,109.01009316770187,15.259129764997281,70.47783677605528,1.34159451984853,166.1048,166.1048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.1048,17.0303,149.0745,158.6118,2.5771,1.9888,2.9271
Guangdong,2004,394.97,32.23,1989.05,59365.394789579164,58.84,33.97,3308.95,98744.44,6.3253,0.6284,237.73,132.47499956951197,31.6745,10.9372,107.5,18.498675301736824,71.84454283080736,1.34159451984853,664.5646,661.1632000000002,381.787,171.0884,210.6986,149.5536,42.6851,171.8566,3.4014,14.2903,282.7776,12.9404,269.8372,248.4728,21.8051,7.545,4.9547
